"transcript_id","cell_id","overlaps_nucleus","feature_name","x_location","y_location","z_location","qv"
281474976711159,716,0,"Neurod6",4954.586,743.3941,15.22868,40.0
281474976711160,716,0,"Bhlhe40",4954.9214,758.6168,13.968109,40.0
281474976711161,24546,0,"Dkk3",4956.2534,874.39,14.947681,21.97061
281474976711162,720,0,"Dkk3",4956.008,836.45667,14.613493,40.0
281474976711164,719,0,"Bhlhe40",4955.875,658.00995,14.77885,40.0
281474976711165,24546,0,"Neurod6",4957.1045,875.7428,13.907704,40.0
281474976711166,21715,0,"Dkk3",4956.39,733.88885,14.787538,15.846202
281474976711167,707,0,"Dkk3",4957.1895,829.6775,15.756275,26.538876
281474976711168,717,0,"Neurod6",4956.6133,671.20435,14.174138,17.112354
281474976711169,707,0,"Neurod6",4957.7134,830.4101,15.82113,15.870037
281474976711170,716,0,"Neurod6",4957.291,753.26514,14.329676,40.0
