TMEM52	36	0	36
CFAP74	5	0	5
LOC107984872	0	0	0
LOC105378589	4	0	4
GABRD	32	0	32
LOC105378590	4	0	4
PRKCZ	550	33	698
PRKCZ-DT	0	0	0
PRKCZ-AS1	43	51	4
FAAP20	299	155	393
LOC112268219	96	164	9
LOC105378593	10	2	10
LOC124903823	0	0	1
SKI	2455	24	2431
LOC124903824	24	0	24
MORN1	126	0	126
LOC100129534	85	0	85
RER1	487	189	544
PEX10	280	62	464
PLCH2	10	0	10
PANK4	0	0	0
HES5	0	0	0
TNFRSF14-AS1	0	0	0
TNFRSF14	0	0	0
LOC100996583	0	0	0
PRXL2B	0	0	0
MMEL1	0	0	0
MMEL1-AS1	0	0	0
TTC34	0	0	0
LOC105378602	0	0	0
LOC105378601	0	0	0
LOC112268220	0	0	0
LOC107985732	0	0	0
LOC105378600	0	0	0
LOC105378598	0	0	0
LOC107984904	0	0	0
LOC105378599	0	0	0
LOC124903825	0	0	0
LOC124903826	0	0	0
ACTRT2	0	0	0
LOC124903827	46	25	21
PRDM16-DT	0	0	0
PRDM16	65	0	65
MIR4251	0	0	0
LOC105378606	0	0	0
LOC107984909	26	0	26
LOC105378605	3	2	1
LOC124903828	49	0	49
LOC105378604	6	6	0
ARHGEF16	495	0	495
MEGF6	671	0	671
LOC105378608	10	10	0
MIR551A	6	0	6
TPRG1L	720	0	720
WRAP73	219	6	213
TP73	183	49	151
TP73-AS3	0	0	0
TP73-AS2	0	0	0
GFOD3P	918	13	922
CCDC27	37	37	0
SMIM1	17	4	13
LRRC47	1686	22	1664
CEP104	470	0	470
LOC124903829	10	0	10
DFFB	84	0	84
C1orf174	345	0	345
LINC01134	0	0	0
LINC01346	0	0	0
LINC01345	0	0	0
LINC02780	0	0	0
LINC01777	0	0	0
LOC105376674	0	0	0
LOC124904578	0	0	0
LINC01646	0	0	0
AJAP1	44	0	44
LINC02781	0	0	0
LOC124904589	0	0	0
LOC102724429	0	0	0
LINC02782	0	0	0
LOC105376682	0	0	0
LOC124904590	0	0	0
LOC107984911	0	0	0
LOC105376686	0	0	0
LOC124900451	0	0	0
LOC124903830	0	0	0
MIR4689	0	0	0
NPHP4	484	0	484
KCNAB2	117	0	117
LOC124903831	8	0	8
CHD5	111	0	111
RPL22	3494	3	3491
RNF207-AS1	18	0	20
RNF207	89	47	84
ICMT	2324	16	2348
ICMT-DT	37	0	37
HES3	623	1	622
GPR153	670	77	593
ACOT7	696	12	684
HES2	21	0	21
ESPN	217	36	198
MIR4252	0	0	0
TNFRSF25	74	2	89
PLEKHG5	455	5	450
NOL9	1349	2	1347
TAS1R1	0	0	0
LOC107984912	0	0	0
ZBTB48	253	17	236
KLHL21	552	0	552
LOC107984913	7	0	7
PHF13	1270	0	1270
THAP3	122	442	130
DNAJC11	829	13	1266
LINC01672	0	0	0
LOC124904847	0	0	0
CAMTA1-DT	10	0	10
CAMTA1	1194	9	1185
LOC124903832	493	0	493
CAMTA1-AS3	0	0	0
CAMTA1-IT1	18	0	18
CAMTA1-AS2	6	6	0
CAMTA1-AS1	0	0	0
LOC105376691	0	0	0
LOC105376689	96	23	73
VAMP3	790	0	790
PER3	670	0	732
LOC124903833	38	100	0
UTS2	0	0	0
TNFRSF9	0	0	0
PARK7	1455	12	1443
LOC124903834	21	5	16
ERRFI1	836	0	836
ERRFI1-DT	2	0	2
LOC107984915	0	0	0
LINC01714	0	0	0
LOC105376695	0	0	0
LINC03154	0	0	0
SLC45A1	3	0	3
RERE	2856	11	2845
RERE-AS1	5	4	1
SNORD128	20	0	20
LOC124900452	2	0	2
ENO1	24497	46	24457
MIR6728	1	0	1
ENO1-AS1	2	6	2
LINC03153	0	0	0
CA6	0	0	0
SLC2A7	1	0	1
SLC2A5	0	0	0
LOC124900441	0	0	0
GPR157	124	0	124
MIR34AHG	141	0	148
MIR34A	0	0	0
LNCTAM34A	10	7	10
H6PD	538	8	530
LOC124903836	9	9	0
SPSB1	174	0	174
LINC02606	6	5	1
SLC25A33	393	0	393
TMEM201	446	0	446
LOC124903837	9	0	9
PIK3CD	490	124	505
LOC105376712	0	0	0
PIK3CD-AS1	4	4	0
PIK3CD-AS2	37	0	37
LOC124903839	9	40	0
CLSTN1	3824	15	3917
CTNNBIP1	382	4	739
CTNNBIP1-AS1	0	262	4
LOC105376717	3	98	0
LOC124903838	5	0	5
LZIC	445	0	445
NMNAT1	111	8	104
TMEM274P	17	13	4
MIR5697	1	0	1
LOC124903840	0	0	1
RBP7	30	0	30
UBE4B	2612	16	2596
KIF1B	6081	37	6044
PGD	4036	9	4027
CENPS-CORT	7	7	0
CENPS	22	0	22
CORT	6	6	0
DFFA	2575	3	2572
PEX14	394	0	394
CASZ1	394	0	394
LOC105376733	7	7	0
LOC105376735	0	0	0
CIROZ	12	0	12
TARDBP	3250	11	3258
MASP2	161	180	0
SRM	877	6	871
EXOSC10	1387	2	1463
EXOSC10-AS1	0	78	0
MTOR	3850	12	3943
MTOR-AS1	8	113	0
LOC124904848	11	0	11
ANGPTL7	40	40	0
UBIAD1	562	0	562
LOC105376737	6	6	0
LOC105376739	0	0	0
LOC105376740	0	0	0
LOC124903841	0	0	0
DISP3	361	7	354
LOC124903842	19	10	9
LINC01647	0	0	0
FBXO2	782	4	816
FBXO44	412	56	394
FBXO6	95	84	11
MAD2L2	2230	28	2273
DRAXIN	1175	112	1134
AGTRAP	574	2	572
C1orf167	10	171	10
C1orf167-AS1	0	0	0
MTHFR	536	0	707
CLCN6	803	3	800
NPPA-AS1	0	0	0
NPPA	6	6	0
NPPB	2	0	2
RNU5E-1	118	0	118
LOC124903843	3	3	0
KIAA2013	691	0	691
PLOD1	750	9	741
MFN2	1764	1	1763
MIIP	800	0	800
MIR6729	0	0	0
TNFRSF8	265	0	265
MIR7846	0	0	0
TNFRSF1B	30	0	30
LOC124903844	0	0	0
MIR4632	0	0	0
VPS13D	2050	6	2044
LOC124903845	4	4	0
SNORA59A	10	0	10
LINC02766	0	0	0
DHRS3	771	6	765
MIR6730	0	0	0
AADACL4	0	0	0
LOC124903846	1	0	1
AADACL3	0	0	0
LOC124904811	0	0	0
CFAP107	0	0	0
PRAMEF12	0	0	0
PRAMEF1	0	0	0
LINC01784	0	0	0
PRAMEF11	0	0	0
HNRNPCL1	0	0	0
PRAMEF2	0	0	0
PRAMEF4	0	0	0
PRAMEF10	0	0	0
PRAMEF7	0	0	0
PRAMEF6	0	0	0
PRAMEF27	0	0	0
HNRNPCL3	0	0	0
PRAMEF25	0	0	0
PRAMEF34P	0	0	0
HNRNPCL2	0	0	0
PRAMEF36P	0	0	0
PRAMEF26	0	0	0
HNRNPCL4	0	0	0
PRAMEF9	0	0	0
PRAMEF13	0	0	0
PRAMEF18	0	0	0
PRAMEF5	0	0	0
PRAMEF8	0	0	0
PRAMEF33	0	0	0
PRAMEF15	0	0	0
PRAMEF14	0	0	0
PRAMEF19	0	0	0
PRAMEF17	0	0	0
PRAMEF20	0	0	0
LRRC38	3	0	3
LOC102724856	0	0	0
LOC107984918	0	0	0
PDPN	1581	8	1573
LOC105378612	0	0	0
LOC105376756	0	0	0
LOC124900446	7	0	7
PRDM2	928	3	925
KAZN	360	48	378
LOC107985467	20	0	20
LOC124903847	15	0	15
KAZN-AS1	11	11	0
LOC124903850	0	0	0
LOC105376759	8	8	0
LOC124903848	80	80	0
LOC107985469	14	14	0
LOC124903849	4	4	0
TMEM51-AS1	19	24	61
TMEM51	216	38	178
TMEM51-AS2	29	29	0
FHAD1	33	7	42
LOC124903853	8	19	0
LOC124903852	4	4	0
FHAD1-AS1	0	5	0
LOC124903851	4	4	0
EFHD2-AS1	0	0	0
EFHD2	457	1	456
CTRC	3	3	0
CELA2A	5	5	0
LOC105376767	1	0	1
CELA2B	17	17	0
CASP9	324	6	318
DNAJC16	926	25	906
SCARNA21B	1	0	1
AGMAT	107	5	107
LOC124903854	3	2	1
DDI2	1433	1	1432
RSC1A1	11	0	11
PLEKHM2	775	1	774
SLC25A34	7	0	7
SLC25A34-AS1	0	0	0
TMEM82	9	0	9
FBLIM1	674	0	674
UQCRHL	25	0	25
SPEN-AS1	114	60	97
SPEN	3422	9	3456
LOC124904815	0	0	0
ZBTB17	271	2	269
LOC124903855	121	109	12
SRARP	6	0	6
HSPB7	22	10	12
CLCNKA	37	0	37
CLCNKB	47	2	45
FAM131C	11	0	11
EPHA2	344	0	347
EPHA2-AS1	24	27	0
ARHGEF19	0	0	0
ANO7L1	0	0	0
CPLANE2	0	0	0
FBXO42	0	0	0
SZRD1	0	0	110
SPATA21	0	110	0
NECAP2	0	0	0
LINC01772	0	0	0
CROCCP3	35	0	35
RNU1-1	0	0	0
TRN-GTT5-1	0	0	0
LINC01783	0	0	0
TRE-TTC4-1	0	0	0
LOC124903856	0	0	0
TRG-CCC1-1	0	0	0
NBPF1	33	0	33
CROCCP2	43	3	40
MST1P2	15	0	15
RNU1-3	0	0	0
LOC124903857	0	0	0
TRG-CCC4-1	0	0	0
ESPNP	0	0	0
LOC124903858	5	0	5
TRG-CCC5-1	0	0	0
LOC124903859	0	0	0
RNU1-4	0	0	0
MST1L	12	0	12
MIR3675	0	0	0
TRG-CCC1-2	0	0	0
LINC03126	0	0	0
TRE-TTC3-1	0	0	0
LOC105376805	0	0	0
TRN-GTT4-1	0	0	0
RNU1-2	0	0	0
CROCC	4	0	4
MFAP2	0	0	0
LOC105376806	0	0	0
ATP13A2	4	0	4
SDHB	0	0	0
PADI2	0	0	0
LOC124903861	0	0	0
LOC105376808	0	0	0
LINC02783	0	0	0
PADI1	0	0	0
PADI3	0	0	0
MIR3972	0	0	0
PADI4	0	0	0
PADI6	0	0	0
RCC2	0	0	0
RCC2-AS1	0	0	0
LOC124903862	0	0	0
LOC124904837	0	0	0
ARHGEF10L	860	1	859
LINC02810	0	0	0
ACTL8	0	0	0
LOC105376809	0	0	0
LOC105376812	0	0	0
LINC01654	0	0	0
IGSF21	85	0	135
IGSF21-AS1	11	11	0
LOC124903864	3	3	0
LOC124903863	50	99	1
LOC124903865	2	0	2
KLHDC7A	131	1	130
PAX7	141	0	141
TAS1R2	0	0	0
ALDH4A1	1182	0	1182
MIR4695	0	0	0
MIR1290	0	0	0
LOC124903866	1	0	1
IFFO2	212	0	212
LOC105376815	3	0	3
UBR4	14676	38	14638
EMC1-AS1	13	225	0
EMC1	1696	39	1869
MRTO4	588	5	583
AKR7L	16	0	16
AKR7A3	29	0	29
LOC124903867	48	65	0
LOC100506730	58	0	58
AKR7A2	446	0	463
SLC66A1	215	12	203
CAPZB	2538	7	2544
LOC124903868	24	24	0
LOC124903869	15	28	0
LOC105376819	3	3	0
LOC105376818	0	0	0
LOC105376817	0	0	0
LOC124904816	0	0	0
MICOS10-DT	0	0	0
MICOS10-NBL1	0	0	0
MICOS10	226	0	226
RPS14P3	40	7	33
NBL1	15	0	15
HTR6	10	3	7
TMCO4	117	0	117
RNF186	0	0	0
RNF186-AS1	0	0	0
LOC105376823	0	0	0
OTUD3	855	5	850
PLA2G2E	0	0	0
PLA2G2A	210	0	210
PLA2G5	0	0	0
PLA2G2D	0	0	0
PLA2G2F	1	1	0
LOC117779438	0	0	0
PLA2G2C	0	4	0
UBXN10	98	0	102
LOC105376825	3	0	3
LOC105376826	2	2	0
LINC01757	0	0	0
LOC105376828	0	0	0
VWA5B1	51	0	51
LOC124903870	0	0	0
LINC01141	0	0	0
LOC124903871	0	0	0
CAMK2N1	79	1	78
MUL1	334	0	334
FAM43B	17	10	7
CDA	82	0	82
PINK1	151	87	575
MIR6084	0	0	0
PINK1-AS	48	430	129
DDOST	2447	25	2422
KIF17	844	12	832
SH2D5	374	0	374
HP1BP3	2041	7	2034
EIF4G3	2131	11	2120
LOC105376830	9	5	4
LOC105376829	16	16	0
MIR1256	11	0	11
ECE1	1021	9	1014
LOC124903872	1	1	0
ECE1-AS1	31	17	16
LOC105376832	0	0	0
NBPF3	215	2	213
ALPL	3001	4	2997
LINC02596	7	0	7
RAP1GAP	324	0	324
USP48	1477	9	1468
LDLRAD2	6	352	10
HSPG2	5031	53	5334
CELA3B	0	0	0
CELA3A	0	0	0
LINC01635	8	8	0
LINC00339	165	0	165
CDC42	3666	3	3663
WNT4	79	46	34
LOC105376845	0	0	1
LOC105376850	5	0	5
LOC107985377	0	0	0
MIR4418	0	0	0
LOC105376856	0	0	0
ZBTB40	1033	0	1033
EPHA8	93	0	93
MIR6127	0	0	0
C1QA	0	0	0
C1QC	0	0	0
C1QB	0	0	0
EPHB2	683	0	739
MIR4684	0	0	0
MIR4253	0	56	0
LOC124903874	6	6	0
LACTBL1	0	0	0
TEX46	0	0	0
KDM1A	5445	47	5412
MIR3115	1	0	1
LUZP1	2748	73	2689
HTR1D	313	0	313
LINC01355	0	0	0
HNRNPR	0	0	0
ZNF436	0	0	0
ZNF436-AS1	0	0	0
TCEA3	0	0	0
LOC124903875	0	0	0
ASAP3	0	0	0
E2F2	0	0	0
LOC101928163	0	0	0
LOC124903876	0	0	0
LOC105376859	0	0	0
ID3	0	0	0
LOC107984928	0	0	0
MDS2	0	0	0
RPL11	4456	10	4446
ELOA	1121	56	1334
ELOA-AS1	12	238	43
PITHD1	612	0	612
LOC105376860	4	4	0
LYPLA2	973	2	971
GALE	89	9	80
HMGCL	252	6	246
LOC105376861	15	0	15
FUCA1	125	0	125
CNR2	0	0	0
MIR378F	0	0	0
LOC124903877	0	0	0
PNRC2	1552	10	1542
SRSF10	2398	15	2383
LOC105378615	0	0	0
LOC105376863	0	0	0
LOC107984931	0	0	0
MYOM3	0	0	0
MYOM3-AS1	0	0	0
LOC124903878	0	0	0
LOC105376864	0	0	0
IL22RA1	0	0	0
LOC124903879	35	67	48
IFNLR1	115	34	161
LINC02800	0	0	0
GRHL3-AS1	17	9	8
GRHL3	185	15	170
STPG1	104	2	114
NIPAL3	257	20	249
RCAN3AS	4	0	8
RCAN3	589	8	633
NCMAP-DT	0	48	0
NCMAP	6	0	6
SRRM1	3848	20	3828
LOC124904829	6	6	0
CLIC4	9506	27	9479
LOC105376876	0	0	0
RUNX3	15	0	15
MIR6731	0	0	0
RUNX3-AS1	2	0	2
MIR4425	0	0	0
LINC02793	0	0	0
LOC124903880	0	0	0
SYF2	269	0	269
LOC124903881	23	0	23
RSRP1	668	7	666
LOC105376882	0	0	0
RHD	8	13	0
TMEM50A	894	0	957
LOC124904823	3	3	0
RHCE	5	63	5
MACO1	333	0	333
LDLRAP1	304	2	302
MAN1C1	133	4	129
SELENON	2225	5	2220
MTFR1L	221	52	375
LOC646471	63	105	17
AUNIP	277	136	288
PAQR7	275	0	275
STMN1	4031	7	4024
MIR3917	0	0	0
LOC105376885	6	6	0
PAFAH2	210	0	210
LOC124900433	0	0	0
EXTL1	66	12	54
SLC30A2	22	0	22
LOC105376910	0	0	0
TRIM63	2	0	2
PDIK1L	168	0	168
FAM110D	11	0	11
C1orf232	0	0	0
ZNF593OS	12	124	7
ZNF593	24	4	139
CNKSR1	189	0	189
CATSPER4	5	0	5
LOC124903882	0	0	0
ZPLD2P	16	0	16
CEP85	1030	8	1022
SH3BGRL3	414	15	399
UBXN11	198	11	190
CD52	5	0	8
CRYBG2	172	0	172
ZNF683	1	1	0
LIN28A	51826	138	51688
LOC124903883	10	3	7
DHDDS	829	25	804
DHDDS-AS1	14	11	3
HMGN2	3324	45	3279
LOC124903884	0	0	0
RPS6KA1	0	0	0
MIR1976	0	0	0
LOC124904769	0	0	0
LOC124904813	0	0	0
LOC105376888	3	3	0
LOC124900417	37	120	27
LOC101928728	0	0	0
ARID1A	5717	39	5788
PIGV	336	0	336
ZDHHC18	650	9	641
SFN	27	2	25
GPN2	238	1	248
GPN2-AS1	0	11	0
GPATCH3	233	4	269
NUDC	865	46	859
NR0B2	0	0	0
KDF1	229	0	229
OSTCP2	4	4	0
TRNP1	444	9	435
TENT5B	2051	6	2045
LOC101928391	68	0	68
SLC9A1	455	0	455
LOC102723760	0	0	0
WDTC1-DT	0	0	0
WDTC1	877	0	877
TMEM222	250	16	234
ACTG1P20	115	2	113
SYTL1	259	109	150
MAP3K6	345	10	335
FCN3	21	6	15
CD164L2	19	0	19
GPR3	54	0	54
WASF2	3002	4	2998
LOC105376892	5	5	0
AHDC1	1443	6	1437
FGR	15	0	15
LINC02574	0	0	0
IFI6	14	0	14
FAM76A	334	0	334
STX12	249	0	249
LOC124903885	1	54	11
PPP1R8	861	12	913
SCARNA1	31	0	31
THEMIS2	208	21	187
RPA2	845	1	844
SMPDL3B	611	0	611
XKR8	237	0	237
EYA3	1460	5	1455
PTAFR	47	0	47
DNAJC8	1117	2	1115
ATP5IF1	0	0	0
SESN2	0	0	0
MED18	0	0	0
PHACTR4	1145	4	1141
SNHG3	817	0	817
RCC1	1165	3	1162
SNORA73A	1783	0	1783
SNORA73B	1962	9	1953
LOC124904836	3	0	3
TRNAU1AP	291	37	258
SNHG12	194	19	179
SNORD99	21	0	21
SNORA61	0	0	0
SNORA44	5	0	5
SNORA16A	21	0	21
RAB42	55	15	40
TAF12	331	0	331
TAF12-DT	23	0	23
RNU11	0	0	0
GMEB1	533	3	530
LOC124904809	0	0	0
YTHDF2	2656	17	2639
OPRD1	177	7	170
EPB41	3463	86	3621
LOC124903886	6	6	0
TMEM200B	132	194	182
SRSF4	1470	18	1452
MECR	258	1	257
LOC124903887	49	49	0
PTPRU	1347	0	1347
LINC01756	0	0	0
LOC107984933	0	0	0
LOC107984934	0	0	0
LINC01648	0	0	0
LOC105378617	0	0	0
LOC105378618	0	0	0
LOC124903888	0	0	0
MATN1	0	0	0
MATN1-AS1	0	0	0
LAPTM5	0	0	0
MIR4420	0	0	0
LOC105378620	0	0	0
LOC105378621	0	0	0
LINC01778	0	0	0
LOC400748	0	0	0
SDC3	1145	6	1139
PUM1	5040	7	5033
SNORD103A	0	0	0
SNORD103B	3	0	3
SNORD103C	8	0	8
LOC124904579	0	0	0
LOC107984935	8	0	8
NKAIN1	585	2	583
SNRNP40	1165	0	1165
ZCCHC17	555	8	547
FABP3	227	67	160
LOC124903892	6	0	6
LOC105378623	0	0	0
SERINC2	356	0	459
LOC124903900	12	115	0
LOC105378625	4	0	4
LOC105379772	0	0	0
LDC1P	0	0	0
LINC01226	0	0	0
LOC124903917	0	0	0
LOC105378626	8	3	5
TINAGL1	85	6	79
HCRTR1	17	163	0
PEF1	364	1	531
PEF1-AS1	4	34	1
COL16A1	241	0	250
LOC101929444	1	0	1
ADGRB2	524	0	524
MIR4254	0	0	0
LOC124903930	0	0	0
SPOCD1	67	4	63
PTP4A2	1798	11	1787
LOC128031832	0	0	0
KHDRBS1	5287	25	5262
TMEM39B	303	6	297
MIR5585	0	0	0
KPNA6	3979	11	3968
TXLNA	851	16	835
CCDC28B	239	36	203
IQCC	130	54	76
DCDC2B	28	59	0
TMEM234	78	0	109
EIF3I	2123	105	2056
MTMR9LP	189	54	173
FAM167B	65	0	65
LCK	316	0	316
HDAC1	2299	104	2197
MARCKSL1	4520	17	4505
LOC124903949	7	7	0
LOC105378629	2	2	0
LOC124903933	95	6	90
FAM229A	21	10	12
TSSK3	46	46	0
BSDC1	917	8	909
ZBTB8B	402	6	396
ZBTB8A	428	2	426
LOC124903952	1	1	0
LOC102723870	11	2	9
ZBTB8OS	314	0	314
RBBP4	4011	15	6012
SYNC	1	2013	4
NHSL3	1969	21	1948
YARS1	2376	5	2371
S100PBP	1450	18	1432
FNDC5	28	15	13
LOC105378631	0	0	0
HPCA	22	59	7
TMEM54	368	25	387
LOC105378632	6	6	0
RNF19B	388	2	386
LOC107984936	0	0	0
AK2	1612	0	1612
LOC124903969	0	0	0
LOC105378635	2	0	2
AZIN2	122	115	26
ZNF362	433	10	423
TRIM62	232	9	242
A3GALT2	0	0	0
PHC2	550	4	546
MIR3605	0	0	0
PHC2-AS1	12	0	12
ZSCAN20	372	0	372
CSMD2	730	4	726
LOC124903976	23	23	0
HMGB4	19	19	0
CSMD2-AS1	0	0	0
C1orf94	13	0	13
LOC105378639	0	0	0
LOC105378641	0	0	0
MIR552	0	0	0
LOC105378642	0	0	0
GJB5	7	0	7
GJB4	0	0	0
GJB3	11	0	11
GJA4	3	3	0
SMIM12	361	0	361
DLGAP3	205	0	205
GPR199P	30	0	30
TMEM35B	88	0	88
ZMYM6	417	0	417
LOC124903990	0	0	0
ZMYM1	1936	7	1929
LOC105378644	0	0	0
SFPQ	11207	62	11145
ZMYM4	3071	11	3196
LOC124900419	0	0	0
ZMYM4-AS1	6	140	2
KIAA0319L	1421	2	1419
NCDN	746	2	744
TFAP2E-AS1	4	0	6
TFAP2E	23	4	21
PSMB2	1133	7	1126
LOC105378646	0	0	0
C1orf216	249	0	249
CLSPN	1035	4	1067
CLSPN-AS1	4	40	0
CLSPN-DT	0	0	0
AGO4	673	0	673
AGO1	4591	18	4573
AGO3	869	1	929
LOC105378647	3	63	1
TEKT2	15	0	15
ADPRS	401	9	392
COL8A2	40	21	19
TRAPPC3	334	0	334
MAP7D1	620	30	590
THRAP3	4608	18	4590
SH3D21	401	22	532
EVA1B	3	134	22
STK40	369	4	365
LOC124904012	51	33	18
LSM10	162	0	162
LOC124904013	3	0	3
OSCP1	38	0	38
SNORA63C	0	0	0
LOC107984940	0	0	0
MRPS15	553	0	553
CSF3R	0	0	0
LOC107984941	0	0	0
LOC105378648	2	0	2
LOC124904023	37	0	37
GRIK3	212	0	212
LOC124904027	0	0	0
MIR4255	0	0	0
LOC107984942	0	0	0
LITATS1	0	0	0
ZC3H12A	76	3	73
MIR6732	0	0	0
MEAF6	508	0	508
MIR5581	7	0	7
LOC105378649	0	0	0
SNIP1	354	2	352
DNALI1	228	26	209
GNL2	1248	6	1249
RSPO1	15	0	15
AIRIM	485	2	483
CDCA8	666	0	666
EPHA10	16	0	16
LOC124904835	0	0	0
LOC105378650	0	0	0
MANEAL	162	4	158
YRDC	236	32	256
C1orf122	164	32	184
MTF1	606	8	598
INPP5B	674	7	705
LOC124904043	48	48	0
LOC105378651	8	39	7
SF3A3	1764	6	1758
FHL3	302	0	302
UTP11	554	0	554
POU3F1	309	0	309
MIR3659HG	18	0	18
MIR3659	0	0	0
LINC02786	0	0	0
LOC105378654	0	0	6
LINC01343	0	6	0
LOC105378657	19	0	19
LOC107984943	1	1	0
LINC01685	0	0	0
LOC105378658	0	0	0
LOC105378660	0	0	0
RRAGC	642	0	642
RRAGC-DT	7	0	26
GJA9-MYCBP	4	10	0
MYCBP	0	13	0
GJA9	0	0	0
RHBDL2	13	3	10
LOC105378662	0	0	0
AKIRIN1	3590	30	3560
NDUFS5	821	6	815
LOC124904088	79	0	79
MACF1	8866	15	8891
LOC124904101	4	44	0
BMP8A	81	103	7
OXCT2P1	0	0	0
PPIEL	125	0	154
PABPC4	2183	7	3090
PABPC4-AS1	6	920	0
SNORA55	5	0	5
HEYL	62	0	62
NT5C1A	7	0	7
HPCAL4	3	0	3
PPIE	437	0	441
BMP8B	30	23	11
OXCT2	3	0	3
BMP8B-AS1	0	0	0
LOC101929536	4	0	4
LOC130932201	0	0	0
LINC02811	0	0	0
LOC105378667	0	0	0
TRIT1	370	0	392
MYCL-AS1	5	74	0
MYCL	399	0	446
MFSD2A	68	0	68
LOC105378669	0	0	4
CAP1	1546	22	3245
PPT1	1919	1731	1905
LOC105378671	0	0	0
RLF	2105	0	2105
TMCO2	1	0	1
ZMPSTE24	676	0	676
COL9A2	260	1	259
SMAP2	105	0	105
ZFP69B-DT	0	0	0
ZFP69B	209	0	209
ZFP69	111	22	89
EXO5-DT	26	0	26
EXO5	126	0	126
LOC124904149	10	0	10
ZNF684	133	1	132
LOC105378673	0	0	0
RIMS3	960	1	959
LOC105378675	38	38	0
NFYC-AS1	138	57	150
NFYC	748	22	801
MIR30E	10	0	10
MIR30C1	3	0	3
KCNQ4	118	0	118
LOC105378676	0	0	0
CITED4	81	0	81
LOC124904157	0	0	0
CTPS1	1691	9	1682
SLFNL1-AS1	78	21	181
SLFNL1	58	159	6
SCMH1	242	22	237
SCMH1-DT	3	0	3
LOC124904158	0	0	0
LOC124904159	0	0	0
FOXO6	3	0	3
FOXO6-AS1	0	0	0
LOC105378678	0	0	0
EDN2	0	0	0
HIVEP3	13	0	13
LOC128125817	0	0	0
LOC124904160	0	0	0
LOC124904161	0	0	0
GUCA2B	0	0	0
GUCA2A	0	0	0
FOXJ3	1785	19	1766
RIMKLA	478	0	478
ZMYND12	18	0	18
CCDC30	20	0	20
PPCS	206	0	206
LOC124904162	2	149	0
PPIH	229	16	360
YBX1	7080	70	7010
CLDN19	146	0	146
P3H1	633	0	633
C1orf50	184	0	207
TMEM269-DT	7	30	0
TMEM269	28	5	23
LOC107984946	5	5	0
SVBP	123	8	138
ERMAP	113	31	190
LOC124904163	22	33	17
ZNF691-DT	5	57	5
ZNF691	371	7	364
LOC339539	4	0	4
SLC2A1	11391	75	11316
